FileType,0
Number of Points,801
Sweep Time,100000
Start Frequency,950000
Stop Frequency,1.05e+06
Average Count,100
Average Type,0
RBW,1000
RBW Filter,0
RBW Filter BW,0
VBW,1000
Sweep Type,0
X Axis Scale,1
PreAmp State,0
Trigger Source,0
Trigger Level,-25
Trigger Edge,0
Trigger Delay Switch,0
Trigger Delay,1
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,0
Detector,0
Trace Math,5
Trace Math Oper1,4
Trace Math Oper2,5
Trace Math Offset,0
Trace Name,0
Full Span,100000
Y Axis Unit,0
DATA,
950000,-100.178
950125,-99.6842
950250,-99.6842
950375,-100.113
950500,-101.528
950625,-103.5
950750,-106.343
950875,-109.056
951000,-111.701
951125,-112.91
951250,-111.899
951375,-109.655
951500,-107.003
951625,-105.32
951750,-104.237
951875,-103.577
952000,-102.29
952125,-100.798
952250,-99.0554
952375,-97.6335
952500,-96.1541
952625,-95.0984
952750,-94.368
952875,-94.2422
953000,-94.2817
953125,-94.8339
953250,-95.7616
953375,-97.0329
953500,-97.9199
953625,-98.0209
953750,-97.3468
953875,-96.5652
954000,-96.4288
954125,-96.5738
954250,-98.2892
954375,-101.869
954500,-105.249
954625,-102.045
954750,-100.496
954875,-100.126
955000,-100.113
955125,-100.048
955250,-100.036
955375,-100.1
955500,-100.715
955625,-102.323
955750,-105.656
955875,-110.683
956000,-109.812
956125,-105.68
956250,-102.874
956375,-101.528
956500,-101.317
956625,-101.589
956750,-103.108
956875,-106.639
957000,-111.507
957125,-114.516
957250,-110.771
957375,-108.001
957500,-105.11
957625,-102.175
957750,-100.442
957875,-99.4415
958000,-99.2055
958125,-99.2055
958250,-99.6106
958375,-100.646
958500,-103.054
958625,-106.833
958750,-112
958875,-110.134
959000,-110.011
959125,-110.904
959250,-114.118
959375,-113.493
959500,-110.727
959625,-107.655
959750,-103.871
959875,-100.826
960000,-98.2892
960125,-97.3093
960250,-97.2719
960375,-98.0311
960500,-100.591
960625,-105.705
960750,-105.32
960875,-102.839
961000,-101.98
961125,-101.948
961250,-102.208
961375,-103.218
961500,-104.597
961625,-105.607
961750,-106.777
961875,-110.341
962000,-108.701
962125,-103.771
962250,-101.332
962375,-100.523
962500,-100.51
962625,-100.77
962750,-101.728
962875,-102.892
963000,-104.728
963125,-106.449
963250,-106.833
963375,-106.889
963500,-109.02
963625,-113.197
963750,-110.994
963875,-108.327
964000,-106.476
964125,-105.729
964250,-105.754
964375,-106.722
964500,-105.042
964625,-102.999
964750,-102.407
964875,-102.509
965000,-103.91
965125,-107.594
965250,-112.91
965375,-111.95
965500,-106.503
965625,-104.011
965750,-102.577
965875,-101.696
966000,-100.982
966125,-100.855
966250,-101.011
966375,-102.175
966500,-103.811
966625,-102.274
966750,-100.309
966875,-99.2522
967000,-99.2171
967125,-99.8331
967250,-102.274
967375,-106.777
967500,-108.984
967625,-105.462
967750,-103.5
967875,-102.839
968000,-102.874
968125,-103.831
968250,-106.805
968375,-110.425
968500,-110.341
968625,-107.874
968750,-105.829
968875,-104.154
969000,-102.492
969125,-101.497
969250,-101.258
969375,-101.407
969500,-102.768
969625,-106.211
969750,-106.108
969875,-103.349
970000,-102.323
970125,-102.34
970250,-103.538
970375,-107.264
970500,-112.687
970625,-116.32
970750,-109.464
970875,-104.795
971000,-102.821
971125,-101.407
