x-axis,1
second,Volt
-2.500000E-09,+508.628156909253E-03
-2.492188E-09,+510.135694581550E-03
-2.484375E-09,+511.643232253846E-03
-2.476563E-09,+513.025141786784E-03
-2.468750E-09,+514.407051319722E-03
-2.460938E-09,+515.788960852660E-03
-2.453125E-09,+517.296498524957E-03
-2.445313E-09,+518.678408057895E-03
-2.437500E-09,+520.060317590833E-03
-2.429688E-09,+521.442227123771E-03
-2.421875E-09,+522.949764796067E-03
-2.414063E-09,+524.331674329005E-03
-2.406250E-09,+525.713583861944E-03
-2.398438E-09,+527.095493394882E-03
-2.390625E-09,+528.477402927820E-03
-2.382813E-09,+529.733684321400E-03
-2.375000E-09,+531.115593854338E-03
-2.367188E-09,+532.497503387277E-03
-2.359375E-09,+533.753784780857E-03
-2.351563E-09,+535.135694313795E-03
-2.343750E-09,+536.391975707375E-03
-2.335938E-09,+537.773885240313E-03
-2.328125E-09,+539.155794773251E-03
-2.320313E-09,+540.412076166832E-03
-2.312500E-09,+541.668357560412E-03
-2.304688E-09,+542.924638953992E-03
-2.296875E-09,+544.055292208214E-03
-2.289063E-09,+545.311573601794E-03
-2.281250E-09,+546.442226856016E-03
-2.273438E-09,+547.572880110238E-03
-2.265625E-09,+548.829161503819E-03
-2.257812E-09,+549.959814758041E-03
-2.250000E-09,+550.964839872905E-03
-2.242187E-09,+552.095493127127E-03
-2.234375E-09,+553.100518241991E-03
-2.226562E-09,+554.231171496213E-03
-2.218750E-09,+555.236196611077E-03
-2.210937E-09,+556.241221725941E-03
-2.203125E-09,+557.246246840805E-03
-2.195312E-09,+558.125643816312E-03
-2.187500E-09,+559.130668931176E-03
-2.179687E-09,+560.010065906682E-03
-2.171875E-09,+561.015091021546E-03
-2.164062E-09,+561.894487997052E-03
-2.156250E-09,+562.648256833200E-03
-2.148437E-09,+563.527653808706E-03
-2.140625E-09,+564.407050784212E-03
-2.132812E-09,+565.160819620360E-03
-2.125000E-09,+565.788960317151E-03
-2.117187E-09,+566.668357292657E-03
-2.109375E-09,+567.296497989447E-03
-2.101562E-09,+567.924638686237E-03
-2.093750E-09,+568.552779383027E-03
-2.085937E-09,+569.180920079817E-03
-2.078125E-09,+569.809060776607E-03
-2.070312E-09,+570.437201473397E-03
-2.062500E-09,+570.939714030829E-03
-2.054687E-09,+571.316598448903E-03
-2.046875E-09,+571.819111006335E-03
-2.039062E-09,+572.321623563767E-03
-2.031250E-09,+572.698507981841E-03
-2.023437E-09,+573.075392399915E-03
-2.015625E-09,+573.326648678631E-03
-2.007812E-09,+573.703533096705E-03
-2.000000E-09,+573.954789375421E-03
-1.992187E-09,+574.206045654137E-03
-1.984375E-09,+574.457301932853E-03
-1.976562E-09,+574.708558211569E-03
-1.968750E-09,+574.834186350927E-03
-1.960937E-09,+574.959814490285E-03
-1.953125E-09,+574.959814490285E-03
-1.945312E-09,+575.085442629643E-03
-1.937500E-09,+575.085442629643E-03
-1.929687E-09,+575.085442629643E-03
-1.921875E-09,+575.085442629643E-03
-1.914062E-09,+574.959814490285E-03
-1.906250E-09,+574.834186350927E-03
-1.898437E-09,+574.708558211569E-03
-1.890625E-09,+574.582930072210E-03
-1.882812E-09,+574.331673793494E-03
-1.875000E-09,+574.080417514778E-03
-1.867187E-09,+573.829161236062E-03
-1.859375E-09,+573.577904957346E-03
-1.851562E-09,+573.201020539272E-03
-1.843750E-09,+572.824136121198E-03
-1.835937E-09,+572.447251703124E-03
-1.828125E-09,+572.070367285050E-03
-1.820312E-09,+571.567854727618E-03
-1.812500E-09,+571.065342170185E-03
-1.804687E-09,+570.562829612753E-03
-1.796875E-09,+569.934688915963E-03
-1.789062E-09,+569.306548219173E-03
-1.781250E-09,+568.804035661741E-03
-1.773437E-09,+568.175894964951E-03
-1.765625E-09,+567.422126128803E-03
-1.757812E-09,+566.668357292655E-03
-1.750000E-09,+566.040216595864E-03
-1.742187E-09,+565.160819620358E-03
-1.734375E-09,+564.407050784210E-03
-1.726562E-09,+563.527653808704E-03
-1.718750E-09,+562.773884972556E-03
-1.710937E-09,+561.894487997050E-03
-1.703125E-09,+560.889462882186E-03
-1.695312E-09,+560.010065906679E-03
-1.687500E-09,+559.005040791816E-03
-1.679687E-09,+558.125643816309E-03
-1.671875E-09,+557.120618701445E-03
-1.664062E-09,+555.989965447223E-03
-1.656250E-09,+554.984940332359E-03
-1.648437E-09,+553.854287078137E-03
-1.640625E-09,+552.723633823914E-03
-1.632812E-09,+551.592980569693E-03
-1.625000E-09,+550.587955454828E-03
-1.617187E-09,+549.331674061248E-03
-1.609375E-09,+548.201020807026E-03
-1.601562E-09,+546.944739413446E-03
-1.593750E-09,+545.814086159224E-03
-1.585937E-09,+544.557804765643E-03
-1.578125E-09,+543.301523372063E-03
-1.570312E-09,+542.045241978483E-03
-1.562500E-09,+540.788960584903E-03
-1.554687E-09,+539.532679191323E-03
-1.546875E-09,+538.276397797743E-03
-1.539062E-09,+536.894488264805E-03
-1.531250E-09,+535.638206871224E-03
-1.523437E-09,+534.256297338286E-03
-1.515625E-09,+532.874387805348E-03
-1.507812E-09,+531.618106411768E-03
-1.500000E-09,+530.236196878830E-03
-1.492187E-09,+528.854287345892E-03
-1.484375E-09,+527.472377812953E-03
-1.476562E-09,+526.090468280015E-03
-1.468750E-09,+524.708558747077E-03
-1.460937E-09,+523.326649214139E-03
-1.453125E-09,+521.819111541843E-03
-1.445312E-09,+520.562830148263E-03
-1.437500E-09,+519.180920615325E-03
-1.429687E-09,+517.799011082386E-03
-1.421875E-09,+516.291473410090E-03
-1.414062E-09,+514.909563877152E-03
-1.406250E-09,+513.527654344214E-03
-1.398437E-09,+512.145744811276E-03
-1.390625E-09,+510.638207138980E-03
-1.382812E-09,+509.256297606041E-03
-1.375000E-09,+507.874388073103E-03
-1.367187E-09,+506.492478540165E-03
-1.359375E-09,+504.984940867869E-03
-1.351562E-09,+503.603031334931E-03
-1.343750E-09,+502.095493662635E-03
-1.335937E-09,+500.713584129696E-03
-1.328125E-09,+499.206046457401E-03
-1.320312E-09,+497.949765063820E-03
-1.312500E-09,+496.567855530882E-03
-1.304687E-09,+495.185945997944E-03
-1.296875E-09,+493.678408325648E-03
-1.289062E-09,+492.296498792710E-03
-1.281250E-09,+491.040217399130E-03
-1.273437E-09,+489.658307866191E-03
-1.265625E-09,+488.276398333253E-03
-1.257812E-09,+487.020116939673E-03
-1.250000E-09,+485.638207406735E-03
-1.242187E-09,+484.256297873797E-03
