x-axis,1,2
second,Volt,Volt
-4.999900E-06,+5.271356895566E+00,-2.512723207E-03
-4.994900E-06,+5.271356895566E+00,-203.517749906E-03
-4.989900E-06,+5.271356895566E+00,-2.512723207E-03
-4.984900E-06,+5.472361922264E+00,-2.512723207E-03
-4.979900E-06,+5.472361922264E+00,-2.512723207E-03
-4.974900E-06,+5.472361922264E+00,-2.512723207E-03
-4.969900E-06,+5.673366948962E+00,-2.512723207E-03
-4.964900E-06,+5.854271472991E+00,-2.512723207E-03
-4.959900E-06,+5.673366948962E+00,-2.512723207E-03
-4.954900E-06,+5.874371975660E+00,-2.512723207E-03
-4.949900E-06,+5.874371975660E+00,-2.512723207E-03
-4.944900E-06,+6.055276499689E+00,-2.512723207E-03
-4.939900E-06,+6.075377002358E+00,-2.512723207E-03
-4.934900E-06,+6.075377002358E+00,-2.512723207E-03
-4.929900E-06,+6.095477505028E+00,-22.613225877E-03
-4.924900E-06,+6.276382029057E+00,-2.512723207E-03
-4.919900E-06,+6.276382029057E+00,-2.512723207E-03
-4.914900E-06,+6.276382029057E+00,-2.512723207E-03
-4.909900E-06,+6.457286553085E+00,-2.512723207E-03
-4.904900E-06,+6.477387055755E+00,-2.512723207E-03
-4.899900E-06,+6.477387055755E+00,-2.512723207E-03
-4.894900E-06,+6.678392082453E+00,-2.512723207E-03
-4.889900E-06,+6.477387055755E+00,-183.417247236E-03
-4.884900E-06,+6.678392082453E+00,-2.512723207E-03
-4.879900E-06,+6.678392082453E+00,-2.512723207E-03
-4.874900E-06,+6.678392082453E+00,-2.512723207E-03
-4.869900E-06,+6.678392082453E+00,-2.512723207E-03
-4.864900E-06,+6.879397109151E+00,-2.512723207E-03
-4.859900E-06,+6.879397109151E+00,+178.391800821E-03
-4.854900E-06,+6.879397109151E+00,-2.512723207E-03
-4.849900E-06,+6.879397109151E+00,-2.512723207E-03
-4.844900E-06,+6.879397109151E+00,-2.512723207E-03
-4.839900E-06,+7.080402135849E+00,-2.512723207E-03
-4.834900E-06,+7.080402135849E+00,-2.512723207E-03
-4.829900E-06,+7.080402135849E+00,+178.391800821E-03
-4.824900E-06,+7.080402135849E+00,-2.512723207E-03
-4.819900E-06,+7.080402135849E+00,-2.512723207E-03
-4.814900E-06,+7.080402135849E+00,-2.512723207E-03
-4.809900E-06,+7.080402135849E+00,-2.512723207E-03
-4.804900E-06,+7.080402135849E+00,-2.512723207E-03
-4.799900E-06,+7.080402135849E+00,-2.512723207E-03
-4.794900E-06,+6.899497611820E+00,-2.512723207E-03
