FileType,0
Number of Points,801
Sweep Time,100000
Start Frequency,9.95e+06
Stop Frequency,1.005e+07
Average Count,100
Average Type,0
RBW,1000
RBW Filter,0
RBW Filter BW,0
VBW,1000
Sweep Type,0
X Axis Scale,1
PreAmp State,0
Trigger Source,0
Trigger Level,-25
Trigger Edge,0
Trigger Delay Switch,0
Trigger Delay,1
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,0
Detector,0
Trace Math,5
Trace Math Oper1,4
Trace Math Oper2,5
Trace Math Offset,0
Trace Name,0
Full Span,100000
Y Axis Unit,0
DATA,
9.95e+06,-120.083
9.95012e+06,-117.814
9.95025e+06,-111.403
9.95038e+06,-106.026
9.9505e+06,-103.089
9.95062e+06,-101.129
9.95075e+06,-100.346
9.95088e+06,-100.333
9.951e+06,-100.87
9.95112e+06,-102.748
9.95125e+06,-106.421
9.95138e+06,-112.687
9.9515e+06,-117.617
9.95162e+06,-117.424
9.95175e+06,-115.698
9.95188e+06,-110.455
9.952e+06,-107.755
9.95212e+06,-107.477
9.95225e+06,-107.85
9.95238e+06,-109.484
9.9525e+06,-111.499
9.95262e+06,-114.529
9.95275e+06,-118.875
9.95288e+06,-116.78
9.953e+06,-112.255
9.95312e+06,-110.671
9.95325e+06,-110.628
9.95338e+06,-111.451
9.9535e+06,-113.318
9.95362e+06,-115.391
9.95375e+06,-117.142
9.95388e+06,-113.437
9.954e+06,-109.996
9.95412e+06,-107.85
9.95425e+06,-107.6
9.95438e+06,-107.945
9.9545e+06,-110.541
9.95462e+06,-113.87
9.95475e+06,-112.414
9.95488e+06,-111.996
9.955e+06,-99.9289
9.95512e+06,-101.202
9.95525e+06,-103.56
9.95538e+06,-106.529
9.9555e+06,-110.455
9.95562e+06,-112.687
9.95575e+06,-111.744
9.95588e+06,-109.996
9.956e+06,-108.681
9.95612e+06,-108.646
9.95625e+06,-109.446
9.95638e+06,-113.141
9.9565e+06,-110.327
9.95662e+06,-107.238
9.95675e+06,-105.773
9.95688e+06,-105.055
9.957e+06,-104.499
9.95712e+06,-104.181
9.95725e+06,-104.119
9.95738e+06,-103.256
9.9575e+06,-101.173
9.95762e+06,-99.1848
9.95775e+06,-98.7294
9.95788e+06,-98.8974
9.958e+06,-100.743
9.95812e+06,-103.795
9.95825e+06,-104.14
9.95838e+06,-103.2
9.9585e+06,-102.854
9.95862e+06,-102.836
9.95875e+06,-102.89
9.95888e+06,-103.052
9.959e+06,-103.144
9.95912e+06,-103.2
9.95925e+06,-103.406
9.95938e+06,-103.502
9.9595e+06,-103.312
9.95962e+06,-103.293
9.95975e+06,-103.463
9.95988e+06,-104.202
9.96e+06,-105.773
9.96012e+06,-108.751
9.96025e+06,-111.451
9.96038e+06,-113.083
9.9605e+06,-107.208
9.96062e+06,-102.573
9.96075e+06,-99.7399
9.96088e+06,-98.8974
9.961e+06,-98.8748
9.96112e+06,-99.2907
9.96125e+06,-100.346
9.96138e+06,-101.973
9.9615e+06,-103.521
9.96162e+06,-105.032
9.96175e+06,-105.383
9.96188e+06,-105.17
9.962e+06,-105.17
9.96212e+06,-105.698
9.96225e+06,-107.091
9.96238e+06,-106.976
9.9625e+06,-105.217
9.96262e+06,-102.872
9.96275e+06,-101.129
9.96288e+06,-100.187
9.963e+06,-100.148
9.96312e+06,-100.813
9.96325e+06,-103.696
